genome	rank	taxon	parent_taxon	crown_node	crown_support	crown_descendants	target_seeds	primary_seeds	assignment_confidence	decision
AG-891-N03	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-891-O15	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1002	1	2	2	2	topology_high	topology_high
AG-892-A22	Genus_Subclade	Ia.3.V	Pelagibacteraceae	598	1	2	2	2	topology_high	topology_high
AG-892-B11	Genus_Subclade	Ib.1.III	Pelagibacteraceae	941	1	2	2	2	topology_high	topology_high
AG-892-E08	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	678	1	2	2	1	topology_high	topology_high
AG-892-F02	Genus_Subclade	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-892-F15	Genus_Subclade	Ib.1.III	Pelagibacteraceae	910	0.99	3	3	3	topology_high	topology_high
AG-892-J03	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-892-K05	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	774	1	2	2	2	topology_high	topology_high
AG-892-L17	Genus_Subclade	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-893-F11	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	770	1	8	7	7	topology_high	topology_high
AG-893-I20	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-893-J08	Genus_Subclade	Ib.1.III	Pelagibacteraceae	900	1	45	31	30	topology_high	topology_high
AG-893-K09	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	975	1	2	2	2	topology_high	topology_high
AG-893-L07	Genus_Subclade	Ib.2.I	Pelagibacteraceae	885	1	2	2	2	topology_high	topology_high
AG-893-L13	Genus_Subclade	Ib.N10	Pelagibacteraceae	959	1	2	2	2	topology_high	topology_high
AG-893-M22	Genus_Subclade	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AG-893-N07	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-893-P02	Genus_Subclade	Ib.N10	Pelagibacteraceae	957	1	3	2	2	topology_high	topology_high
AG-894-A03	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-B06	Genus_Subclade	Ib.1.III	Pelagibacteraceae	916	1	2	2	2	topology_high	topology_high
AG-894-B07	Genus_Subclade	Ia.4.II	Pelagibacteraceae	795	1	5	5	5	topology_high	topology_high
AG-894-C14	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	685	1	3	3	3	topology_high	topology_high
AG-894-E10	Genus_Subclade	Ib.1.III	Pelagibacteraceae	940	1	3	3	3	topology_high	topology_high
AG-894-F15	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-K14	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	730	1	2	2	2	topology_high	topology_high
AG-894-K15	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	768	1	10	8	8	topology_high	topology_high
AG-894-L13	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	776	1	2	2	2	topology_high	topology_high
AG-894-L17	Genus_Subclade	Ib.2.I	Pelagibacteraceae	887	1	2	2	2	topology_high	topology_high
AG-894-L19	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-894-O09	Genus_Subclade	Ia.3.V	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-894-P23	Genus_Subclade	Ia.3.V	Pelagibacteraceae	593	1	6	3	3	topology_high	topology_high
AG-895-F17	Genus_Subclade	Ia.3.V	Pelagibacteraceae	579	1	2	2	2	topology_high	topology_high
AG-895-J19	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	776	1	2	2	2	topology_high	topology_high
AG-895-K10	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	761	1	2	2	2	topology_high	topology_high
AG-896-F06	Genus_Subclade	Ib.2.I	Pelagibacteraceae	881	0.99	8	5	5	topology_high	topology_high
AG-896-G07	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-896-K10	Genus_Subclade	Ia.4.II	Pelagibacteraceae	797	1	2	2	2	topology_high	topology_high
AG-896-L20	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-896-O18	Genus_Subclade	Ia.3.V	Pelagibacteraceae	598	1	2	2	2	topology_high	topology_high
AG-897-G09	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-897-G15	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	730	1	2	2	2	topology_high	topology_high
AG-897-O16	Genus_Subclade	Ib.1.III	Pelagibacteraceae	908	0.99	2	2	2	topology_high	topology_high
AG-898-C07	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	624	0.98	2	2	2	topology_high	topology_high
AG-898-G21	Genus_Subclade	Ib.1.III	Pelagibacteraceae	911	1	2	2	2	topology_high	topology_high
AG-899-A06	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-899-B09	Genus_Subclade	Ib.1	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-899-D19	Genus_Subclade	Ib.1	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-899-E14	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1015	1	2	2	2	topology_high	topology_high
AG-899-G02	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	772	1	5	4	4	topology_high	topology_high
AG-899-J02	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	662	1	32	30	26	topology_high	topology_high
AG-899-J23	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	727	1	5	5	5	topology_high	topology_high
AG-899-M07	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	762	1	2	2	2	topology_high	topology_high
AG-899-M19	Genus_Subclade	Ib.N10	Pelagibacteraceae	959	1	2	2	2	topology_high	topology_high
AG-899-N21	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	678	1	2	2	1	topology_high	topology_high
AG-899-O04	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-900-G16	Genus_Subclade	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AG-900-I13	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-900-I19	Genus_Subclade	Ib.1.III	Pelagibacteraceae	937	1	2	2	2	topology_high	topology_high
AG-900-K21	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	775	1	2	2	2	topology_high	topology_high
AG-901-I21	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	975	1	2	2	2	topology_high	topology_high
AG-903-C11	Genus_Subclade	Ib.1.III	Pelagibacteraceae	916	1	2	2	2	topology_high	topology_high
AG-903-D02	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
AG-903-F09	Genus_Subclade	Ia.4.II	Pelagibacteraceae	782	0.99	3	2	2	topology_high	topology_high
AG-903-L07	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	893	1	2	2	2	topology_high	topology_high
AG-903-M21	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	topology_high	topology_high
AG-903-O08	Genus_Subclade	Ia.4.II	Pelagibacteraceae	789	1	3	3	3	topology_high	topology_high
AG-904-F17	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	679	1	2	2	2	topology_high	topology_high
AG-904-K03	Genus_Subclade	Ib.2.I	Pelagibacteraceae	885	1	2	2	2	topology_high	topology_high
AG-905-A07	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	762	1	2	2	2	topology_high	topology_high
AG-905-M05	Genus_Subclade	Ib.N10	Pelagibacteraceae	957	1	3	2	2	topology_high	topology_high
AG-905-O08	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	893	1	2	2	2	topology_high	topology_high
AG-907-C04	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	733	1	2	2	2	topology_high	topology_high
AG-907-E04	Genus_Subclade	Ib.2.N9	Pelagibacteraceae	985	1	2	2	2	topology_high	topology_high
AG-907-F09	Genus_Subclade	Ib.2.I	Pelagibacteraceae	877	1	12	7	7	topology_high	topology_high
AG-908-C18	Genus_Subclade	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
AG-908-F18	Genus_Subclade	Ib.2.I	Pelagibacteraceae	883	1	4	3	3	topology_high	topology_high
AG-908-F20	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	775	1	2	2	2	topology_high	topology_high
AG-908-L09	Genus_Subclade	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	topology_high	topology_high
AG-909-A17	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-909-F14	Genus_Subclade	Ib.1.III	Pelagibacteraceae	917	1	2	2	2	topology_high	topology_high
AG-909-G08	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	725	1	13	11	11	topology_high	topology_high
AG-909-J05	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	732	1	6	4	4	topology_high	topology_high
AG-910-B05	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	739	1	2	2	2	topology_high	topology_high
AG-910-G11	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	998	1	2	2	2	topology_high	topology_high
AG-911-E04	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	723	1	19	15	15	topology_high	topology_high
AG-911-G03	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-911-G13	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1017	0.98	3	3	3	topology_high	topology_high
AG-911-N14	Genus_Subclade	Ib.N11	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AG-912-A14	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-912-C08	Genus_Subclade	Ia.4.N3	Pelagibacteraceae	774	1	2	2	2	topology_high	topology_high
AG-912-F16	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	681	1	4	4	4	topology_high	topology_high
AG-912-I02	Genus_Subclade	Ib.1.III	Pelagibacteraceae	917	1	2	2	2	topology_high	topology_high
AG-912-L11	Genus_Subclade	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-912-P19	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	topology_high	topology_high
AG-913-A04	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-913-C03	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	672	1	2	2	2	topology_high	topology_high
AG-913-F03	Genus_Subclade	Ia.3.V	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-913-G10	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-913-I06	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1012	1	2	2	2	topology_high	topology_high
AG-913-I09	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-913-I14	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1014	0.99	3	3	3	topology_high	topology_high
AG-913-L03	Genus_Subclade	Ia.3.V	Pelagibacteraceae	599	0.99	7	6	6	topology_high	topology_high
AG-913-M13	Genus_Subclade	Ia.3.V	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-913-N09	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-914-A09	Genus_Subclade	Ib.2.N9	Pelagibacteraceae	985	1	2	2	2	topology_high	topology_high
AG-914-B14	Genus_Subclade	Ia.3.V	Pelagibacteraceae	603	1	2	2	2	topology_high	topology_high
AG-914-I16	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1016	0.98	4	4	4	topology_high	topology_high
AG-914-J05	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1018	1	2	2	2	topology_high	topology_high
AG-914-L20	Genus_Subclade	Ib.N11	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AG-914-N11	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1006	0.98	8	8	8	topology_high	topology_high
AG-914-P23	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	676	0.99	2	2	1	topology_high	topology_high
AG-915-G14	Genus_Subclade	Ib.1.III	Pelagibacteraceae	944	1	2	2	2	topology_high	topology_high
AG-915-K13	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	679	1	2	2	2	topology_high	topology_high
AG-916-A16	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	735	1	3	2	2	topology_high	topology_high
AG-916-A21	Genus_Subclade	Ib.4.I	Pelagibacteraceae	971	1	2	2	1	topology_high	topology_high
AG-916-B06	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-916-B15	Genus_Subclade	Ib.2.I	Pelagibacteraceae	881	0.99	8	5	5	topology_high	topology_high
AG-916-E17	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1011	1	2	2	2	topology_high	topology_high
AG-916-E19	Genus_Subclade	Ib.1.III	Pelagibacteraceae	915	1	2	2	2	topology_high	topology_high
AG-916-G09	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	894	1	2	2	2	topology_high	topology_high
AG-916-G19	Genus_Subclade	Ia.4.N2	Pelagibacteraceae	754	0.99	2	2	2	topology_high	topology_high
AG-916-L11	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-916-M15	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	688	1	2	2	2	topology_high	topology_high
AG-916-N14	Genus_Subclade	Ia.3.V	Pelagibacteraceae	560	0.99	46	34	34	topology_high	topology_high
AG-917-B07	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	977	1	2	2	2	topology_high	topology_high
AG-917-C08	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	672	1	2	2	2	topology_high	topology_high
AG-917-C11	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-917-D03	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-917-D09	Genus_Subclade	Ib.1	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-917-D14	Genus_Subclade	Ib.1.III	Pelagibacteraceae	942	1	2	2	2	topology_high	topology_high
AG-917-D23	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-917-E05	Genus_Subclade	Ib.1	Pelagibacteraceae	952	1	2	2	2	topology_high	topology_high
AG-917-E14	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1015	1	2	2	2	topology_high	topology_high
AG-917-F16	Genus_Subclade	Ib.N10	Pelagibacteraceae	956	1	4	3	3	topology_high	topology_high
AG-917-F18	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1000	1	3	3	3	topology_high	topology_high
AG-917-I17	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	687	1	3	3	3	topology_high	topology_high
AG-917-J06	Genus_Subclade	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-917-K20	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	999	1	2	2	2	topology_high	topology_high
AG-917-M15	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-917-M22	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-917-P07	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	667	0.99	11	11	8	topology_high	topology_high
AG-918-B06	Genus_Subclade	Ib.2.N7	Pelagibacteraceae	894	1	2	2	2	topology_high	topology_high
AG-918-E02	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-918-G06	Genus_Subclade	Ia.4.II	Pelagibacteraceae	782	0.99	3	2	2	topology_high	topology_high
AG-918-G15	Genus_Subclade	Ib.1	Pelagibacteraceae	949	1	4	2	2	topology_high	topology_high
AG-918-G22	Genus_Subclade	Ib.1.III	Pelagibacteraceae	937	1	2	2	2	topology_high	topology_high
AG-918-K09	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	686	1	2	2	2	topology_high	topology_high
AG-918-K13	Genus_Subclade	Ib.1.III	Pelagibacteraceae	901	1	44	30	29	topology_high	topology_high
AG-918-L07	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	670	1	2	2	2	topology_high	topology_high
AG-918-L21	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	686	1	2	2	2	topology_high	topology_high
AG-918-M15	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1018	1	2	2	2	topology_high	topology_high
AG-918-N23	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	994	1	2	2	2	topology_high	topology_high
AG-919-C02	Genus_Subclade	Ia.4.II	Pelagibacteraceae	801	1	2	2	2	topology_high	topology_high
AG-919-F03	Genus_Subclade	Ia.4.N6	Pelagibacteraceae	761	1	2	2	2	topology_high	topology_high
AG-919-F21	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1001	1	2	2	2	topology_high	topology_high
AG-919-I13	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1012	1	2	2	2	topology_high	topology_high
AG-919-L02	Genus_Subclade	Ia.4.II	Pelagibacteraceae	790	1	2	2	2	topology_high	topology_high
AG-919-M05	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1008	0.98	2	2	2	topology_high	topology_high
AG-920-D05	Genus_Subclade	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
AG-920-I06	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	973	1	8	6	6	topology_high	topology_high
AG-920-J04	Genus_Subclade	Ia.3.VII	Pelagibacteraceae	688	1	2	2	2	topology_high	topology_high
AG-920-L19	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	977	1	2	2	2	topology_high	topology_high
AG-920-L20	Genus_Subclade	Ib.1.III	Pelagibacteraceae	925	1	3	2	2	topology_high	topology_high
AH-287-B07	Genus_Subclade	Ia.3.V	Pelagibacteraceae	606	0.95	2	2	2	topology_high	topology_high
AH-287-C13	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	999	1	2	2	2	topology_high	topology_high
AH-287-E17	Genus_Subclade	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
AH-287-E19	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1019	1	2	2	2	topology_high	topology_high
AH-287-G05	Genus_Subclade	Ia.4.II	Pelagibacteraceae	785	1	3	3	3	topology_high	topology_high
AH-287-J18	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	743	1	2	2	2	topology_high	topology_high
AH-287-O09	Genus_Subclade	Ib.1	Pelagibacteraceae	952	1	2	2	2	topology_high	topology_high
AH-321-A17	Genus_Subclade	Ia.3.V	Pelagibacteraceae	605	0.99	6	4	4	topology_high	topology_high
AH-321-D17	Genus_Subclade	Ia.4.II	Pelagibacteraceae	786	0.99	2	2	2	topology_high	topology_high
AH-321-I23	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	1003	1	18	18	18	topology_high	topology_high
AH-321-L23	Genus_Subclade	Ia.4.N4	Pelagibacteraceae	806	1	2	2	2	topology_high	topology_high
AH-321-M13	Genus_Subclade	Ia.4.II	Pelagibacteraceae	786	0.99	2	2	2	topology_high	topology_high
AH-321-P04	Genus_Subclade	Ia.4.N4	Pelagibacteraceae	806	1	2	2	2	topology_high	topology_high
AH-324-B10	Genus_Subclade	Ib.4.N8	Pelagibacteraceae	976	1	3	3	3	topology_high	topology_high
AH-324-E14	Genus_Subclade	Ib.N11	Pelagibacteraceae	861	1	4	2	2	topology_high	topology_high
AH-324-F03	Genus_Subclade	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
AH-324-J07	Genus_Subclade	Ia.3.V	Pelagibacteraceae	606	0.95	2	2	2	topology_high	topology_high
AH-324-N03	Genus_Subclade	Ia.3.V	Pelagibacteraceae	608	0.99	3	2	2	topology_high	topology_high
CPC289	Genus_Subclade	IIIa.1	Fontibacteriaceae	1046	1	8	3	3	topology_high	topology_high
FZCC0015	Genus_Subclade	Ia.3.V	Pelagibacteraceae	573	0.96	2	2	2	topology_high	topology_high
GOM-A1	Genus_Subclade	Ib.1.III	Pelagibacteraceae	911	1	2	2	2	topology_high	topology_high
HIMB058	Genus_Subclade	IIa.B	Cosmipelagibacteraceae	994	1	2	2	2	topology_high	topology_high
HIMB083	Genus_Subclade	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
HIMB109	Genus_Subclade	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	topology_high	topology_high
HIMB114	Genus_Subclade	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	topology_high	topology_high
HIMB122	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB123	Genus_Subclade	Ia.3.V	Pelagibacteraceae	597	0.99	2	2	2	topology_high	topology_high
HIMB1321	Genus_Subclade	Ia.3.III	Pelagibacteraceae	714	1	2	2	2	topology_high	topology_high
HIMB140	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	647	0.95	4	4	4	topology_high	topology_high
HIMB1402	Genus_Subclade	Ia.4.II	Pelagibacteraceae	798	1	2	2	2	topology_high	topology_high
HIMB1409	Genus_Subclade	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
HIMB1412	Genus_Subclade	Ia.3.II	Pelagibacteraceae	814	1	7	7	7	topology_high	topology_high
HIMB1413	Genus_Subclade	Ia.3.V	Pelagibacteraceae	585	1	3	2	2	topology_high	topology_high
HIMB1420	Genus_Subclade	Ia.3.II	Pelagibacteraceae	815	1	6	6	6	topology_high	topology_high
HIMB1427	Genus_Subclade	Ia.3.II	Pelagibacteraceae	816	1	5	5	5	topology_high	topology_high
HIMB1430	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	649	1	2	2	2	topology_high	topology_high
HIMB1436	Genus_Subclade	Ia.4.N5	Pelagibacteraceae	731	1	7	5	5	topology_high	topology_high
HIMB1444	Genus_Subclade	Ia.3.V	Pelagibacteraceae	590	0.99	2	2	2	topology_high	topology_high
HIMB1456	Genus_Subclade	Ia.3.V	Pelagibacteraceae	563	1	10	7	7	topology_high	topology_high
HIMB1463	Genus_Subclade	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	topology_high	topology_high
HIMB1485	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	622	0.98	4	4	4	topology_high	topology_high
HIMB1488	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	626	1	3	3	3	topology_high	topology_high
HIMB1490	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	657	0.98	2	2	2	topology_high	topology_high
HIMB1491	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	657	0.98	2	2	2	topology_high	topology_high
HIMB1492	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	634	1	4	4	4	topology_high	topology_high
HIMB1493	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	636	0.99	2	2	2	topology_high	topology_high
HIMB1494	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	656	1	2	2	2	topology_high	topology_high
HIMB1495	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	656	1	2	2	2	topology_high	topology_high
HIMB1505	Genus_Subclade	Ia.3.III	Pelagibacteraceae	715	1	2	2	2	topology_high	topology_high
HIMB1506	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	627	1	2	2	2	topology_high	topology_high
HIMB1507	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1509	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1513	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	652	1	2	2	2	topology_high	topology_high
HIMB1517	Genus_Subclade	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	topology_high	topology_high
HIMB1518	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	635	1	3	3	3	topology_high	topology_high
HIMB1520	Genus_Subclade	Ia.3.II	Pelagibacteraceae	819	1	2	2	2	topology_high	topology_high
HIMB1521	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	652	1	2	2	2	topology_high	topology_high
HIMB1526	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1527	Genus_Subclade	Ia.3.III	Pelagibacteraceae	714	1	2	2	2	topology_high	topology_high
HIMB1542	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	654	1	2	2	2	topology_high	topology_high
HIMB1549	Genus_Subclade	Ia.3.III	Pelagibacteraceae	712	1	5	5	5	topology_high	topology_high
HIMB1552	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1556	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	645	1	2	2	2	topology_high	topology_high
HIMB1559	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	659	1	3	3	3	topology_high	topology_high
HIMB1564	Genus_Subclade	Ia.3.II	Pelagibacteraceae	818	1	2	2	2	topology_high	topology_high
HIMB1565	Genus_Subclade	IIIa.1	Fontibacteriaceae	1049	1	5	2	2	topology_high	topology_high
HIMB1573	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	651	1	3	3	3	topology_high	topology_high
HIMB1577	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	topology_high	topology_high
HIMB1587	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	660	1	2	2	2	topology_high	topology_high
HIMB1593	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	617	0.98	40	40	40	topology_high	topology_high
HIMB1597	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	660	1	2	2	2	topology_high	topology_high
HIMB1602	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	624	0.98	2	2	2	topology_high	topology_high
HIMB1611	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	648	1	3	3	3	topology_high	topology_high
HIMB1623	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	661	1	2	2	2	topology_high	topology_high
HIMB1631	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	655	1	2	2	2	topology_high	topology_high
HIMB1636	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1641	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	641	0.96	5	5	5	topology_high	topology_high
HIMB1662	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	638	1	9	9	9	topology_high	topology_high
HIMB1685	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	658	0.99	4	4	4	topology_high	topology_high
HIMB1695	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	654	1	2	2	2	topology_high	topology_high
HIMB1701	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	618	0.98	39	39	39	topology_high	topology_high
HIMB1702	Genus_Subclade	Ia.3.VI	Pelagibacteraceae	645	1	2	2	2	topology_high	topology_high
